Filename,SMILES
molecule_4246.sdf,OCc1ccc(CN2Cc3[nH]cnc3C[C@H]2c2nc(-c3ccc(C(F)(F)F)cc3)no2)o1
molecule_4247.sdf,FC(F)(F)c1ccc(-c2noc([C@@H]3Cc4nc[nH]c4CN3Cc3ccccn3)n2)cc1
molecule_4248.sdf,FC(F)(F)c1ccc(CN2Cc3[nH]cnc3C[C@H]2c2nc(-c3ccc(C(F)(F)F)cc3)no2)cc1
molecule_425.sdf,CC(=O)c1ccc(NC(=O)N2CCN(C(=O)c3cccs3)[C@@H](C(=O)N[C@H]3CCCNC3=O)C2)cc1
molecule_4251.sdf,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4ccc(F)cc4)C3)c2C)cc1
molecule_4252.sdf,Cc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NC(=O)Nc4cccc(C#N)c4)C3)c2C)cc1Cl
molecule_4253.sdf,Cc1nc(-c2ccccc2Br)cc([C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)CCC(=O)O)n1
molecule_4254.sdf,CCC(CC)C(=O)NC[C@H]1O[C@@H](CC(=O)N(C)Cc2ccccc2)[C@H](O)[C@@H]1O
molecule_4255.sdf,O=C(Nc1ccccc1)N[C@H]1[C@H](O)[C@@H](N2CCOCC2)[C@@H]2OC[C@H]1O2
molecule_4256.sdf,Cc1nc(-c2ccccc2Br)cc([C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)c2ccc(C(C)(C)C)cc2)n1
molecule_4257.sdf,CC(=O)NC[C@H]1O[C@@H](CC(=O)N2CCc3ccccc32)[C@H](O)[C@@H]1O
molecule_4258.sdf,COc1ccc(-c2noc([C@@H]3Cc4nc[nH]c4CN3Cc3ccc(CO)o3)n2)cc1
molecule_4259.sdf,Cc1cccc(-c2noc([C@@H]3C[C@@H](O)CN3Cc3ccc(CO)o3)n2)c1
molecule_426.sdf,O=C1NCCC[C@@H]1NC(=O)[C@H]1CN(C(=O)c2cccc(F)c2)CCN1S(=O)(=O)c1ccc(F)cc1
molecule_4260.sdf,COC(=O)[C@@H]1Cc2ncn(Cc3ccccc3)c2CN1S(=O)(=O)c1cccs1
molecule_4261.sdf,Cc1cccc(-c2noc([C@@H]3C[C@@H](O)CN3Cc3ccc(S(C)(=O)=O)cc3)n2)c1
molecule_4262.sdf,COC(=O)[C@@H]1Cc2ncn(Cc3ccccc3)c2CN1S(=O)(=O)c1ccccc1
molecule_4263.sdf,COc1ccc(CN2Cc3[nH]cnc3C[C@H]2c2nc(Cc3ccccc3)no2)cc1
molecule_4264.sdf,c1ccc(CCCN2Cc3[nH]cnc3C[C@H]2c2nc(-c3cnccn3)no2)cc1
molecule_4265.sdf,O=C(Nc1ccsc1)N[C@H]1C[C@H]2C(=O)NC[C@@H](CCC(=O)N3CCc4ccccc43)N2C1
molecule_4266.sdf,COc1ccc(CNC(=O)CC[C@@H]2CNC(=O)[C@@H]3C[C@H](NCc4ccc(F)cc4)CN23)cc1
molecule_4267.sdf,COc1ccc(CNC(=O)CC[C@@H]2CNC(=O)[C@@H]3C[C@H](NCc4ccc(OC)cc4)CN23)cc1
molecule_4268.sdf,COc1ccc(CN2C[C@H](O)C[C@H]2c2nc(CS(=O)(=O)c3ccc(F)cc3)no2)c(OC)c1OC
molecule_4269.sdf,O[C@@H]1C[C@@H](c2nc(-c3ccccc3)no2)N(C2CCOCC2)C1
molecule_427.sdf,N#Cc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc(F)cc3)[C@@H](C(=O)N[C@H]3CCCNC3=O)C2)cc1
molecule_4270.sdf,O[C@@H]1C[C@@H](c2nc(-c3ccc(C(F)(F)F)cc3)no2)N(Cc2c[nH]c3ccccc23)C1
molecule_4271.sdf,O=[N+]([O-])c1cccc(-c2noc([C@@H]3C[C@@H](O)CN3Cc3ccncc3)n2)c1
molecule_4272.sdf,CS(=O)(=O)c1ccc(CN2C[C@H](O)C[C@H]2c2nc(-c3cccc([N+](=O)[O-])c3)no2)cc1
molecule_4273.sdf,O[C@@H]1C[C@@H](c2nc(-c3ccc(OC(F)(F)F)cc3)no2)N(CC2CCCCC2)C1
molecule_4274.sdf,CN1C[C@H](O)C[C@H]1c1nc(-c2ccccc2)no1
molecule_4275.sdf,O[C@@H]1C[C@@H](c2nc(-c3cccnc3)no2)N(CC2CC2)C1
molecule_4276.sdf,O[C@@H]1C[C@@H](c2nc(C3CC3)no2)N(Cc2ccc(Cl)cc2)C1
molecule_4277.sdf,CS(=O)(=O)c1ccc(CN2C[C@H](O)C[C@H]2c2nc(Cc3ccc(F)cc3Cl)no2)cc1
molecule_4278.sdf,O=C(O)C[C@@H]1CCN(C(=O)COc2ccccc2)C[C@@H]1CCN1CCN(c2ccccc2)CC1
molecule_4279.sdf,CN1C[C@@H](NC(=O)CC(C)(C)CC(=O)O)C[C@H]1c1nc(-c2ccc(OC(F)(F)F)cc2)no1
molecule_428.sdf,O=C1Nc2ccc(Br)cc2C(=O)N2CCN(C(=O)C3CCCCC3)C[C@H]12
molecule_4280.sdf,CC1=C[C@@H](CN(C)CCC#N)[C@H](C(C)C)C[C@H]1Cc1nnc(-c2cccnc2)o1
molecule_4281.sdf,CC1=C[C@@H](CNC(=O)CCC(=O)O)[C@H](C(C)C)C[C@H]1CC(=O)N1CCN(c2ccccn2)CC1
molecule_4282.sdf,CC(=O)NCCNC[C@@H]1C=C(C)[C@H](Cc2nnc(-c3ccccc3)o2)C[C@H]1C(C)C
molecule_4283.sdf,CC1=C[C@@H](CN2CCN(CCO)CC2)[C@H](C(C)C)C[C@H]1Cc1nnc(-c2ccc(C)cc2)o1
molecule_4284.sdf,CC1=C[C@@H](CN2CCN(C)CC2)[C@H](C(C)C)C[C@H]1Cc1nnc(-c2ccccc2)o1
molecule_4285.sdf,CC1=C[C@@H](CN2CCN(c3ccccn3)CC2)[C@H](C(C)C)C[C@H]1Cc1nnc(Cc2c[nH]c3ccccc23)o1
molecule_4286.sdf,CC1=C[C@@H](CN(C)CCN(C)C)[C@H](C(C)C)C[C@H]1Cc1nnc(-c2ccccc2)o1
molecule_4287.sdf,COc1ccc(C[C@H](NC(=O)C2=C[C@@H](NC(=O)c3cccnc3)[C@@H](O)[C@H](O)C2)C(N)=O)cc1
molecule_4288.sdf,CC(C)C[C@@H](NC(=O)C1=C[C@@H](NC(=O)[C@H](N)C(C)C)[C@@H](O)[C@H](O)C1)C(N)=O
molecule_4289.sdf,CC(C)NC(=O)N[C@H]1CCN(C(=O)CC(C)(C)C)[C@@H]1C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(N)=O
molecule_429.sdf,COCC(=O)N1CCN2C(=O)c3cc(-c4ccc(OC)cc4)ccc3NC(=O)[C@H]2C1
molecule_4290.sdf,CC(=O)Nc1ccc(S(=O)(=O)N2C[C@@H]3C[C@H](C2)c2ccc(-c4ccco4)c(=O)n2C3)cc1
molecule_4291.sdf,CNc1nc2c(s1)C[C@]1(C)CC[C@@H]([C@H](C)C(=O)NCCOC)[C@H](O)[C@H]1[C@@H]2C
molecule_4292.sdf,O=C(NCc1ccccc1)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccc(Oc2ccccc2)cc1
molecule_4293.sdf,C=CCO[C@@H]1CCN(C(=O)COCC(=O)O)[C@H](C(=O)N[C@@H](Cc2cccs2)C(N)=O)C1
molecule_4294.sdf,COc1cccc(NC(=O)N2CCN(C(=O)CN)C[C@@H]2C(=O)N[C@H]2CCCNC2=O)c1
molecule_4295.sdf,O=C(NC1CCCCC1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1Sc1ccccc1
molecule_4296.sdf,CN(C)c1ccc(CN[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2cccc(C(F)(F)F)c2)cc1
molecule_4297.sdf,CN(C)c1ccc(C(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2cccc3ccccc23)cc1
molecule_4298.sdf,Cc1noc(C)c1C(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccc(Oc2ccccc2)cc1
molecule_4299.sdf,COc1cccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2SCc2ccco2)c1
molecule_43.sdf,COc1ccc(-c2ccc(=O)n3c2[C@@H]2C[C@@H](CN(S(=O)(=O)c4ccc(Cl)cc4)C2)C3)cc1
molecule_430.sdf,O=C1Nc2ccc(-c3ccc(Cl)cc3)cc2C(=O)N2CCN(C(=O)NC3CCCCC3)C[C@H]12
molecule_4300.sdf,O=C(Nc1ccc(Oc2ccccc2)cc1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccc3c(c2)OCO3)n1
molecule_4301.sdf,COc1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1
molecule_4302.sdf,CN(C)c1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1
molecule_4303.sdf,O=C(O)CCCC(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccc(-c3ccccc3)cc2)n1
molecule_4304.sdf,COc1ccc(C(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2cc(OC)cc(OC)c2)cc1
molecule_4305.sdf,CN(C)c1ccc(CN[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)NC2CCCCC2)cc1
molecule_4306.sdf,COc1cc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)c2ccc(C(F)(F)F)cc2)cc(OC)c1
molecule_4307.sdf,O=C(Nc1cccc(C(F)(F)F)c1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)c1ccccc1
molecule_4308.sdf,O=C(Nc1cccc(C(F)(F)F)c1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)C1CCCCC1
molecule_4309.sdf,O=C(NC1CCCCC1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NS(=O)(=O)c1cccc2cccnc12
molecule_431.sdf,O=C1Nc2ccc(-c3ccc4c(c3)OCO4)cc2C(=O)N2CCN(C(=O)C3CCNCC3)C[C@@H]12
molecule_4310.sdf,O=C(Nc1ccc(C(F)(F)F)cc1)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)NC1CCCCC1
molecule_4311.sdf,O=C(Nc1ccccc1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NS(=O)(=O)c1ccc2ccccc2c1
molecule_4312.sdf,CC(=O)Nc1ccc(S(=O)(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OCC(N)=O)cc1
molecule_4313.sdf,CN(C)c1cccc(Oc2nnnn2[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NS(=O)(=O)c2ccccc2C#N)c1
molecule_4314.sdf,COc1ccc(NC(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O)cc1
molecule_4315.sdf,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1SCc1ccco1
molecule_4316.sdf,O=C(Nc1cccc(C(F)(F)F)c1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1SCc1ccco1
molecule_4317.sdf,O=C(Nc1cccc2ccccc12)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1SCc1ccco1
molecule_4318.sdf,CCOC(=O)c1cccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2SCc2ccco2)c1
molecule_4319.sdf,CC(=O)Nc1ccc(S(=O)(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2Oc2cccc(N(C)C)c2)cc1
molecule_432.sdf,COC(=O)[C@@H]1CN(C(=O)c2cccnc2)CCN1C(C)=O
molecule_4320.sdf,N#Cc1cccc(NC(=S)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2SCc2ccco2)c1
molecule_4321.sdf,CN(C)c1ccc(-c2nnnn2[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)Nc2cccc(C(F)(F)F)c2)cc1
molecule_4322.sdf,CC(=O)c1ccc(NC(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2cccc3ccccc23)cc1
molecule_4323.sdf,N#Cc1cccc(NC(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2cccc(C(F)(F)F)c2)c1
molecule_4324.sdf,COc1ccc(C(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1
molecule_4325.sdf,O=C(Nc1ccc(Oc2ccccc2)cc1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)c1ccco1
molecule_4326.sdf,O=C(Nc1ccc(Oc2ccccc2)cc1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)c1cccs1
molecule_4327.sdf,CC(C)c1ccc(NC(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2cccc3ccccc23)cc1
molecule_4328.sdf,O=C(Nc1cccc(C(F)(F)F)c1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)c1ccc(C(F)(F)F)cc1
molecule_4329.sdf,O=C(Nc1cccc(C(F)(F)F)c1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NS(=O)(=O)c1ccc(Cl)cc1
molecule_433.sdf,CC(=O)N1CCN(S(=O)(=O)c2ccccc2)[C@H](C(=O)N[C@@H](CC2CCCCC2)C(N)=O)C1
molecule_4330.sdf,COc1ccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)c2ccc(C(F)(F)F)cc2)cc1
molecule_4331.sdf,COc1ccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NS(=O)(=O)c2cccs2)cc1
molecule_4332.sdf,CCNC(=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)Nc1ccc(Oc2ccccc2)cc1
molecule_4333.sdf,N#Cc1cccc(NC(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2ccc(Oc3ccccc3)cc2)c1
molecule_4334.sdf,N#Cc1cccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2-c2ccc(CN3CCOCC3)cc2)c1
molecule_4335.sdf,CC(=O)c1ccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)c2ccc(C(F)(F)F)cc2)cc1
molecule_4336.sdf,O=C(Nc1cccc2ccccc12)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NCc1ccco1
molecule_4337.sdf,O=C(Nc1ccc(Oc2ccccc2)cc1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)C1CCCCC1
molecule_4338.sdf,CN(C)c1ccc(-c2nnnn2[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2cccc3ccccc23)cc1
molecule_4339.sdf,CC(=O)c1ccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2-c2ccc(CN3CCOCC3)cc2)cc1
molecule_434.sdf,COC(=O)[C@@H](C)NC(=O)[C@@H]1CN(C(=O)C2CCNCC2)CCN1C(=O)C1CCCCC1
molecule_4340.sdf,CN(C)c1ccc(-c2nnnn2[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2cccc(C#N)c2)cc1
molecule_4341.sdf,CC(=O)c1ccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NS(=O)(=O)Cc2ccccc2)cc1
molecule_4342.sdf,CC(=O)c1ccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)Nc2ccc(C(C)C)cc2)cc1
molecule_4343.sdf,CC(C)c1ccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)Nc2cccc(C(F)(F)F)c2)cc1
molecule_4344.sdf,O=C(Nc1ccccc1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1Oc1ccc(-n2cncn2)cc1
molecule_4345.sdf,O=S(=O)(N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1Oc1cccc(N2CCOCC2)c1)c1cccs1
molecule_4346.sdf,O=C(N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1Oc1ccc(-n2cncn2)cc1)c1ccccc1
molecule_4347.sdf,O=C(NC1CCCCC1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1Oc1ccc(-n2cncn2)cc1
molecule_4348.sdf,COc1ccc(C(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2Oc2ccc(-n3cncn3)cc2)cc1
molecule_4349.sdf,O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1Oc1ccc(-n2cncn2)cc1
molecule_435.sdf,COC(=O)[C@@H](C)NC(=O)[C@H]1CN(S(=O)(=O)c2ccccc2)CCN1C(=O)C1CCNCC1
molecule_4350.sdf,O=C(N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1Oc1ccc(-n2cncn2)cc1)c1ccc(C(F)(F)F)cc1
molecule_4351.sdf,O=C(Nc1cccc2ccccc12)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1Oc1ccc(-n2cncn2)cc1
molecule_4352.sdf,O=C(Nc1ccc(Oc2ccccc2)cc1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1Oc1ccc(-n2cncn2)cc1
molecule_4353.sdf,Cc1ccc(C(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2Oc2cccc(N3CCOCC3)c2)cc1
molecule_4354.sdf,O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OCc1ccccc1
molecule_4355.sdf,Cc1ccc(S(=O)(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2Oc2cccc(N3CCOCC3)c2)cc1
molecule_4356.sdf,CC(=O)Nc1ccc(S(=O)(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2Oc2cccc(N3CCOCC3)c2)cc1
molecule_4357.sdf,O=S(=O)(N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1Oc1cccc(N2CCOCC2)c1)c1ccc2ccccc2c1
molecule_4358.sdf,Cc1ccc(C(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2Oc2ccc(-n3cncn3)cc2)cc1
molecule_4359.sdf,COc1ccc(C(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2Oc2cccc(N(C)C)c2)cc1
molecule_436.sdf,COc1ccc(Cl)cc1-c1ccc2c(c1)C(=O)N1CCN(C(=O)CO)C[C@@H]1C(=O)N2
molecule_4360.sdf,N#Cc1ccccc1S(=O)(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1Oc1ccccc1
molecule_4361.sdf,CN(C)c1cccc(Oc2nnnn2[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)NC2CCCCC2)c1
molecule_4362.sdf,COCc1cn([C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2cccc(C(F)(F)F)c2)nn1
molecule_4364.sdf,COc1cccc(-c2nnnn2[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NS(=O)(=O)c2ccc3ccccc3c2)c1
molecule_4365.sdf,N#Cc1cccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2-c2ccc(-c3ccccc3)cc2)c1
molecule_4366.sdf,Cc1ccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2-c2ccc(-c3ccccc3)cc2)cc1
molecule_4367.sdf,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1-c1ccc(-c2ccccc2)cc1
molecule_4368.sdf,CC(=O)c1ccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3n2nnnc2SCc2ccco2)cc1
molecule_4369.sdf,O=C(NCc1ccccc1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1cc(-c2ccccn2)nn1
molecule_437.sdf,O=C1Nc2ccc(-c3ccc4c(c3)OCO4)cc2C(=O)N2CCN(C(=O)C3CCNCC3)C[C@H]12
molecule_4370.sdf,O=C(Nc1ccc(Oc2ccccc2)cc1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccccc2)n1
molecule_4371.sdf,COc1ccc(OC)c(S(=O)(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc2nccc(-c3ccco3)n2)c1
molecule_4372.sdf,O=C(Nc1ccc(Oc2ccccc2)cc1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1cc(-c2ccccn2)nn1
molecule_4373.sdf,COc1ccc(C(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc2nccc(-c3ccc(OC)cc3)n2)cc1
molecule_4374.sdf,COc1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)c3ccccc3)n2)cc1
molecule_4375.sdf,O=C(Nc1ccccc1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccc3c(c2)OCO3)n1
molecule_4376.sdf,O=C(Nc1cccc(C(F)(F)F)c1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2cccs2)n1
molecule_4377.sdf,COc1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)COc3ccccc3)n2)cc1
molecule_4378.sdf,CC(=O)c1ccc(NC(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc2nccc(-c3ccc(N(C)C)cc3)n2)cc1
molecule_4379.sdf,CC(C)(C)c1ccnc(N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)CSCC(=O)O)n1
molecule_438.sdf,COc1ccc(Cl)cc1-c1ccc2c(c1)C(=O)N1CCN(C(C)=O)C[C@@H]1C(=O)N2
molecule_4380.sdf,COc1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)c3ccccc3C(=O)O)n2)cc1
molecule_4381.sdf,COc1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)CC(C)(C)CC(=O)O)n2)cc1
molecule_4382.sdf,O=C(N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccco2)n1)c1cccs1
molecule_4383.sdf,COc1ccccc1-c1ccnc(N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)c2ccc(N(C)C)cc2)n1
molecule_4384.sdf,O=C(N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccco2)n1)c1ccc2c(c1)OCO2
molecule_4385.sdf,CN(C)c1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)CCCC(=O)O)n2)cc1
molecule_4386.sdf,CC(=O)Nc1ccc(S(=O)(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc2nccc(-c3ccco3)n2)cc1
molecule_4387.sdf,CN(C)c1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)CC3(CC(=O)O)CCCC3)n2)cc1
molecule_4388.sdf,CC(C)(C)c1ccnc(N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NCc2ccc(-c3ccccc3)cc2)n1
molecule_4389.sdf,O=S(=O)(N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccco2)n1)c1ccc2ccccc2c1
molecule_439.sdf,COc1cccc(NC(=O)N[C@H]2C[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)N(C(=O)CC(C)(C)C)C2)c1
molecule_4390.sdf,O=C(O)CC1(CC(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc2nccc(-c3ccco3)n2)CCCC1
molecule_4391.sdf,COc1ccc(C(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc2nccc(-c3ccc(N(C)C)cc3)n2)cc1
molecule_4392.sdf,CN(C)c1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NS(=O)(=O)c3ccccc3C#N)n2)cc1
molecule_4393.sdf,CN(C)c1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NS(=O)(=O)c3ccc4ccccc4c3)n2)cc1
molecule_4394.sdf,CN(C)c1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)C3CCCCC3)n2)cc1
molecule_4395.sdf,Cc1ccc(S(=O)(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc2nccc(-c3ccc(N(C)C)cc3)n2)cc1
molecule_4396.sdf,N#Cc1ccccc1S(=O)(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccco2)n1
molecule_4397.sdf,c1ccc(-c2ccc(CN[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4Nc3nccc(-c4ccco4)n3)cc2)cc1
molecule_4398.sdf,O=C(N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccc(-c3ccccc3)cc2)n1)c1ccco1
molecule_4399.sdf,CC(C)(C)c1ccnc(N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NS(=O)(=O)c2ccccc2C#N)n1
molecule_44.sdf,CCCS(=O)(=O)Nc1ccc2n(c1=O)C[C@H]1C[C@@H]2CN(C(=O)c2ccc(F)cc2)C1
molecule_440.sdf,COc1ccc(-c2ccc3c(c2)C(=O)N2CC[C@H](NC(=O)C4CCCC4)[C@H]2C(=O)N3)c(OC)c1
molecule_4400.sdf,Cc1ccc(C(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc2nccc(-c3ccc(N(C)C)cc3)n2)cc1
molecule_4401.sdf,O=C(N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccc(-c3ccccc3)cc2)n1)c1cccs1
molecule_4402.sdf,O=C(O)CC1(CC(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc2nccc(-c3cccc(F)c3)n2)CCCC1
molecule_4403.sdf,CN(C)c1ccc(C(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc2nccc(-c3ccc(N(C)C)cc3)n2)cc1
molecule_4404.sdf,CN(C)c1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)CC(C)(C)CC(=O)O)n2)cc1
molecule_4405.sdf,O=C(O)CSCC(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2cccc(F)c2)n1
